name,team_long_name,date,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,buildUpPlayPositioningClass,chanceCreationShooting,defencePressure,defenceAggression
France Ligue 1,AC Ajaccio,2013-09-20 00:00:00,59,,52,Organised,52,38,47
France Ligue 1,AC Ajaccio,2014-09-19 00:00:00,59,57,52,Organised,52,38,47
France Ligue 1,AC Ajaccio,2015-09-10 00:00:00,59,57,52,Organised,52,38,47
Belgium Jupiler League,KV Oostende,2014-09-19 00:00:00,52,49,54,Organised,53,42,47
Belgium Jupiler League,KV Oostende,2015-09-10 00:00:00,52,49,54,Organised,53,42,47
Belgium Jupiler League,KV Kortrijk,2010-02-22 00:00:00,50,,60,Organised,50,60,60
Belgium Jupiler League,KV Kortrijk,2011-02-22 00:00:00,38,,65,Free Form,52,34,57
Belgium Jupiler League,KV Kortrijk,2012-02-22 00:00:00,31,,47,Organised,50,46,45
Belgium Jupiler League,KV Kortrijk,2013-09-20 00:00:00,42,,40,Organised,30,46,45
Belgium Jupiler League,KV Kortrijk,2014-09-19 00:00:00,42,40,47,Organised,30,46,45
Belgium Jupiler League,KV Kortrijk,2015-09-10 00:00:00,42,40,47,Organised,30,46,45
Poland Ekstraklasa,GKS Bełchatów,2010-02-22 00:00:00,30,,50,Organised,70,65,70
Poland Ekstraklasa,GKS Bełchatów,2011-02-22 00:00:00,47,,27,Organised,54,48,60
Poland Ekstraklasa,GKS Bełchatów,2012-02-22 00:00:00,52,,67,Organised,50,47,45
Poland Ekstraklasa,GKS Bełchatów,2013-09-20 00:00:00,52,,43,Organised,50,47,45
Poland Ekstraklasa,GKS Bełchatów,2015-09-10 00:00:00,52,48,43,Organised,50,47,45
Italy Serie A,Milan,2010-02-22 00:00:00,45,,30,Free Form,70,30,35
Italy Serie A,Milan,2011-02-22 00:00:00,65,,50,Organised,50,50,50
Italy Serie A,Milan,2012-02-22 00:00:00,45,,50,Organised,50,45,45
Italy Serie A,Milan,2013-09-20 00:00:00,48,,54,Organised,64,48,49
Italy Serie A,Milan,2014-09-19 00:00:00,48,70,52,Organised,75,58,57
Italy Serie A,Milan,2015-09-10 00:00:00,48,70,52,Organised,69,58,57
Spain LIGA BBVA,Real Sociedad,2010-02-22 00:00:00,40,,30,Free Form,70,45,30
Spain LIGA BBVA,Real Sociedad,2011-02-22 00:00:00,54,,43,Organised,60,49,49
Spain LIGA BBVA,Real Sociedad,2012-02-22 00:00:00,24,,36,Organised,59,48,53
Spain LIGA BBVA,Real Sociedad,2013-09-20 00:00:00,28,,36,Organised,59,48,53
Spain LIGA BBVA,Real Sociedad,2014-09-19 00:00:00,35,52,36,Organised,59,48,53
Spain LIGA BBVA,Real Sociedad,2015-09-10 00:00:00,60,52,50,Organised,52,49,53
England Premier League,Bolton Wanderers,2010-02-22 00:00:00,55,,70,Organised,45,35,70
England Premier League,Bolton Wanderers,2011-02-22 00:00:00,45,,70,Organised,50,40,55
England Premier League,Bolton Wanderers,2012-02-22 00:00:00,57,,56,Organised,54,48,48
England Premier League,Bolton Wanderers,2013-09-20 00:00:00,57,,53,Organised,54,39,48
England Premier League,Bolton Wanderers,2014-09-19 00:00:00,57,37,73,Organised,56,39,48
England Premier League,Bolton Wanderers,2015-09-10 00:00:00,57,34,61,Organised,38,39,48
Spain LIGA BBVA,RCD Espanyol,2010-02-22 00:00:00,55,,40,Organised,70,70,50
Spain LIGA BBVA,RCD Espanyol,2011-02-22 00:00:00,68,,55,Organised,54,51,58
Spain LIGA BBVA,RCD Espanyol,2012-02-22 00:00:00,46,,44,Organised,40,37,40
Spain LIGA BBVA,RCD Espanyol,2013-09-20 00:00:00,50,,44,Organised,40,37,40
Spain LIGA BBVA,RCD Espanyol,2014-09-19 00:00:00,50,52,44,Organised,40,37,40
Spain LIGA BBVA,RCD Espanyol,2015-09-10 00:00:00,50,52,44,Organised,40,37,40
Italy Serie A,Siena,2010-02-22 00:00:00,35,,30,Organised,55,40,65
Italy Serie A,Siena,2011-02-22 00:00:00,50,,50,Organised,55,40,45
Italy Serie A,Siena,2012-02-22 00:00:00,45,,50,Organised,50,45,45
Italy Serie A,Siena,2013-09-20 00:00:00,47,,48,Organised,52,37,49
Italy Serie A,Siena,2014-09-19 00:00:00,47,49,48,Organised,52,44,49
France Ligue 1,FC Metz,2010-02-22 00:00:00,50,,30,Organised,65,30,50
France Ligue 1,FC Metz,2011-02-22 00:00:00,65,,65,Organised,50,35,35
France Ligue 1,FC Metz,2012-02-22 00:00:00,50,,49,Organised,53,46,47
France Ligue 1,FC Metz,2014-09-19 00:00:00,55,42,49,Organised,53,46,54
France Ligue 1,FC Metz,2015-09-10 00:00:00,55,48,49,Organised,53,39,46
England Premier League,Middlesbrough,2010-02-22 00:00:00,70,,70,Organised,50,30,70
England Premier League,Middlesbrough,2011-02-22 00:00:00,66,,51,Organised,48,54,44
England Premier League,Middlesbrough,2012-02-22 00:00:00,60,,72,Organised,72,38,42
England Premier League,Middlesbrough,2013-09-20 00:00:00,60,,40,Organised,57,38,42
England Premier League,Middlesbrough,2014-09-19 00:00:00,60,28,56,Organised,72,38,42
England Premier League,Middlesbrough,2015-09-10 00:00:00,60,32,46,Organised,37,38,42
Scotland Premier League,Rangers,2010-02-22 00:00:00,65,,50,Organised,70,60,70
Scotland Premier League,Rangers,2011-02-22 00:00:00,51,,33,Organised,79,46,47
Scotland Premier League,Rangers,2012-02-22 00:00:00,45,,45,Organised,60,48,48
Scotland Premier League,Rangers,2013-09-20 00:00:00,55,,45,Organised,60,48,48
Scotland Premier League,Rangers,2014-09-19 00:00:00,45,49,45,Organised,60,48,48
Scotland Premier League,Rangers,2015-09-10 00:00:00,45,53,55,Organised,53,48,48
Italy Serie A,Lazio,2010-02-22 00:00:00,60,,50,Organised,70,55,50
Italy Serie A,Lazio,2011-02-22 00:00:00,60,,35,Free Form,51,45,50
Italy Serie A,Lazio,2012-02-22 00:00:00,45,,50,Organised,50,35,45
Italy Serie A,Lazio,2013-09-20 00:00:00,51,,54,Organised,69,59,53
Italy Serie A,Lazio,2014-09-19 00:00:00,49,69,54,Organised,69,59,53
Italy Serie A,Lazio,2015-09-10 00:00:00,68,65,55,Organised,72,59,66
Italy Serie A,Palermo,2010-02-22 00:00:00,63,,50,Organised,70,45,40
Italy Serie A,Palermo,2011-02-22 00:00:00,65,,35,Free Form,50,35,45
Italy Serie A,Palermo,2012-02-22 00:00:00,60,,40,Organised,65,45,45
Italy Serie A,Palermo,2013-09-20 00:00:00,66,,37,Free Form,63,43,42
Italy Serie A,Palermo,2014-09-19 00:00:00,66,55,37,Organised,63,43,42
Italy Serie A,Palermo,2015-09-10 00:00:00,66,66,36,Organised,64,44,58
Italy Serie A,Livorno,2010-02-22 00:00:00,30,,30,Organised,55,30,30
Italy Serie A,Livorno,2011-02-22 00:00:00,65,,50,Organised,65,45,60
Italy Serie A,Livorno,2012-02-22 00:00:00,50,,50,Organised,50,35,45
Italy Serie A,Livorno,2013-09-20 00:00:00,58,,55,Organised,63,58,49
Italy Serie A,Livorno,2014-09-19 00:00:00,58,58,67,Organised,77,29,57
Italy Serie A,Livorno,2015-09-10 00:00:00,58,58,67,Organised,69,31,57
Italy Serie A,Fiorentina,2010-02-22 00:00:00,67,,30,Free Form,60,45,30
Italy Serie A,Fiorentina,2011-02-22 00:00:00,49,,50,Organised,60,45,45
Italy Serie A,Fiorentina,2012-02-22 00:00:00,45,,50,Organised,50,45,45
Italy Serie A,Fiorentina,2013-09-20 00:00:00,53,,51,Organised,53,47,47
Italy Serie A,Fiorentina,2014-09-19 00:00:00,34,54,33,Organised,53,58,59
Italy Serie A,Fiorentina,2015-09-10 00:00:00,34,54,33,Organised,53,58,59
Italy Serie A,Empoli,2010-02-22 00:00:00,30,,30,Organised,55,30,30
Italy Serie A,Empoli,2011-02-22 00:00:00,50,,35,Organised,55,45,45
Italy Serie A,Empoli,2012-02-22 00:00:00,50,,50,Organised,50,35,45
Italy Serie A,Empoli,2013-09-20 00:00:00,51,,54,Organised,62,39,50
Italy Serie A,Empoli,2014-09-19 00:00:00,63,43,39,Organised,51,53,57
Italy Serie A,Empoli,2015-09-10 00:00:00,66,43,36,Organised,63,46,66
Italy Serie A,Chievo Verona,2010-02-22 00:00:00,45,,30,Organised,65,30,70
Italy Serie A,Chievo Verona,2011-02-22 00:00:00,45,,50,Organised,35,36,70
Italy Serie A,Chievo Verona,2012-02-22 00:00:00,60,,65,Organised,65,25,45
Italy Serie A,Chievo Verona,2013-09-20 00:00:00,66,,67,Organised,66,26,59
Italy Serie A,Chievo Verona,2014-09-19 00:00:00,66,54,67,Organised,52,46,59
Italy Serie A,Chievo Verona,2015-09-10 00:00:00,66,54,67,Organised,52,46,59
Italy Serie A,Catania,2010-02-22 00:00:00,35,,30,Organised,60,35,55
Italy Serie A,Catania,2011-02-22 00:00:00,65,,35,Free Form,63,35,55
Italy Serie A,Catania,2012-02-22 00:00:00,40,,50,Organised,50,25,50
Italy Serie A,Catania,2013-09-20 00:00:00,67,,37,Free Form,52,37,57
Italy Serie A,Catania,2014-09-19 00:00:00,75,52,48,Organised,36,28,67
Italy Serie A,Catania,2015-09-10 00:00:00,70,52,48,Organised,36,31,64
Italy Serie A,Cagliari,2010-02-22 00:00:00,40,,30,Organised,55,40,55
Italy Serie A,Cagliari,2011-02-22 00:00:00,65,,50,Organised,50,45,45
Italy Serie A,Cagliari,2012-02-22 00:00:00,40,,50,Organised,50,45,45
Italy Serie A,Cagliari,2013-09-20 00:00:00,63,,36,Organised,51,46,56
Italy Serie A,Cagliari,2014-09-19 00:00:00,63,51,53,Organised,68,37,56
Italy Serie A,Cagliari,2015-09-10 00:00:00,67,32,35,Organised,69,65,65
England Premier League,Wigan Athletic,2010-02-22 00:00:00,70,,70,Organised,50,35,70
England Premier League,Wigan Athletic,2011-02-22 00:00:00,35,,50,Organised,50,45,55
England Premier League,Wigan Athletic,2012-02-22 00:00:00,38,,38,Organised,42,40,42
England Premier League,Wigan Athletic,2013-09-20 00:00:00,38,,39,Organised,34,56,52
England Premier League,Wigan Athletic,2014-09-19 00:00:00,51,36,51,Organised,57,62,57
England Premier League,Wigan Athletic,2015-09-10 00:00:00,51,37,56,Organised,40,62,48
Netherlands Eredivisie,De Graafschap,2011-02-22 00:00:00,30,,40,Organised,65,42,45
Netherlands Eredivisie,De Graafschap,2012-02-22 00:00:00,37,,41,Organised,63,52,43
Netherlands Eredivisie,Willem II,2010-02-22 00:00:00,35,,30,Organised,65,30,30
Netherlands Eredivisie,Willem II,2011-02-22 00:00:00,72,,57,Organised,49,28,63
Netherlands Eredivisie,Willem II,2013-09-20 00:00:00,48,,55,Organised,46,43,35
Netherlands Eredivisie,Willem II,2015-09-10 00:00:00,51,36,63,Organised,52,43,45
Italy Serie A,Atalanta,2010-02-22 00:00:00,35,,40,Organised,55,30,30
Italy Serie A,Atalanta,2011-02-22 00:00:00,65,,50,Organised,55,45,55
Italy Serie A,Atalanta,2012-02-22 00:00:00,40,,50,Organised,50,55,42
Italy Serie A,Atalanta,2013-09-20 00:00:00,64,,36,Organised,51,54,53
Italy Serie A,Atalanta,2014-09-19 00:00:00,64,45,37,Organised,51,36,66
Italy Serie A,Atalanta,2015-09-10 00:00:00,64,45,37,Organised,51,36,63
France Ligue 1,Stade Brestois 29,2010-02-22 00:00:00,50,,40,Organised,60,70,70
France Ligue 1,Stade Brestois 29,2011-02-22 00:00:00,65,,35,Organised,50,55,45
France Ligue 1,Stade Brestois 29,2012-02-22 00:00:00,64,,62,Organised,66,44,34
France Ligue 1,Stade Brestois 29,2013-09-20 00:00:00,59,,54,Organised,66,44,34
France Ligue 1,Stade Brestois 29,2014-09-19 00:00:00,59,48,54,Organised,66,44,34
France Ligue 1,Stade Brestois 29,2015-09-10 00:00:00,59,48,54,Organised,66,44,34
Scotland Premier League,Aberdeen,2010-02-22 00:00:00,70,,70,Organised,70,60,70
Scotland Premier League,Aberdeen,2011-02-22 00:00:00,47,,52,Organised,52,47,47
Scotland Premier League,Aberdeen,2012-02-22 00:00:00,58,,62,Organised,55,40,40
Scotland Premier League,Aberdeen,2013-09-20 00:00:00,62,,45,Organised,55,42,42
Scotland Premier League,Aberdeen,2014-09-19 00:00:00,58,64,62,Organised,57,41,42
Scotland Premier League,Aberdeen,2015-09-10 00:00:00,59,64,53,Organised,63,49,45
England Premier League,Blackpool,2010-02-22 00:00:00,70,,70,Organised,65,70,70
England Premier League,Blackpool,2011-02-22 00:00:00,70,,30,Organised,65,45,50
England Premier League,Blackpool,2012-02-22 00:00:00,45,,52,Organised,58,49,52
England Premier League,Blackpool,2013-09-20 00:00:00,45,,52,Organised,58,49,52
England Premier League,Blackpool,2014-09-19 00:00:00,67,44,72,Organised,58,39,38
England Premier League,Blackpool,2015-09-10 00:00:00,62,36,64,Organised,64,39,38
France Ligue 1,AS Nancy-Lorraine,2010-02-22 00:00:00,65,,40,Organised,30,70,70
France Ligue 1,AS Nancy-Lorraine,2011-02-22 00:00:00,35,,35,Organised,35,35,55
France Ligue 1,AS Nancy-Lorraine,2012-02-22 00:00:00,49,,49,Organised,67,43,46
France Ligue 1,AS Nancy-Lorraine,2013-09-20 00:00:00,49,,49,Organised,67,43,46
France Ligue 1,AS Nancy-Lorraine,2014-09-19 00:00:00,49,48,49,Organised,67,43,46
France Ligue 1,AS Nancy-Lorraine,2015-09-10 00:00:00,49,48,49,Organised,67,43,46
Spain LIGA BBVA,RC Recreativo,2010-02-22 00:00:00,50,,40,Organised,50,35,55
Spain LIGA BBVA,RC Recreativo,2011-02-22 00:00:00,45,,58,Organised,52,39,39
Spain LIGA BBVA,RC Recreativo,2012-02-22 00:00:00,41,,54,Organised,23,40,49
Spain LIGA BBVA,RC Recreativo,2013-09-20 00:00:00,41,,54,Organised,23,40,49
Spain LIGA BBVA,RC Recreativo,2014-09-19 00:00:00,41,53,54,Organised,35,40,49
Spain LIGA BBVA,RC Recreativo,2015-09-10 00:00:00,37,38,43,Organised,37,40,49
Belgium Jupiler League,Waasland-Beveren,2013-09-20 00:00:00,62,,53,Organised,54,30,49
Belgium Jupiler League,Waasland-Beveren,2014-09-19 00:00:00,38,45,39,Organised,39,25,37
Belgium Jupiler League,Waasland-Beveren,2015-09-10 00:00:00,38,45,49,Organised,53,27,32
England Premier League,Sunderland,2010-02-22 00:00:00,60,,70,Organised,55,35,70
England Premier League,Sunderland,2011-02-22 00:00:00,55,,55,Organised,55,45,55
England Premier League,Sunderland,2012-02-22 00:00:00,67,,62,Organised,59,47,53
England Premier League,Sunderland,2013-09-20 00:00:00,57,,66,Organised,72,47,52
England Premier League,Sunderland,2014-09-19 00:00:00,60,33,61,Organised,58,41,38
England Premier League,Sunderland,2015-09-10 00:00:00,43,43,51,Organised,55,47,45
Scotland Premier League,St. Johnstone FC,2010-02-22 00:00:00,70,,50,Organised,50,30,70
Scotland Premier League,St. Johnstone FC,2011-02-22 00:00:00,67,,48,Organised,54,33,47
Scotland Premier League,St. Johnstone FC,2012-02-22 00:00:00,57,,57,Organised,38,42,38
Scotland Premier League,St. Johnstone FC,2013-09-20 00:00:00,60,,58,Organised,38,44,42
Scotland Premier League,St. Johnstone FC,2014-09-19 00:00:00,56,48,57,Organised,40,40,40
Scotland Premier League,St. Johnstone FC,2015-09-10 00:00:00,62,52,48,Organised,40,37,48
England Premier League,Southampton,2010-02-22 00:00:00,70,,55,Organised,65,70,70
England Premier League,Southampton,2011-02-22 00:00:00,52,,37,Organised,47,43,43
England Premier League,Southampton,2012-02-22 00:00:00,47,,52,Organised,60,48,52
England Premier League,Southampton,2013-09-20 00:00:00,47,,38,Organised,58,57,63
England Premier League,Southampton,2014-09-19 00:00:00,47,41,40,Organised,51,62,64
England Premier League,Southampton,2015-09-10 00:00:00,52,31,46,Organised,30,50,65
Netherlands Eredivisie,N.E.C.,2010-02-22 00:00:00,32,,30,Organised,60,30,30
Netherlands Eredivisie,N.E.C.,2011-02-22 00:00:00,47,,46,Free Form,32,33,54
Netherlands Eredivisie,N.E.C.,2012-02-22 00:00:00,46,,38,Organised,50,45,48
Netherlands Eredivisie,N.E.C.,2013-09-20 00:00:00,46,,41,Organised,57,45,48
Netherlands Eredivisie,N.E.C.,2014-09-19 00:00:00,49,42,59,Organised,55,40,48
England Premier League,Portsmouth,2010-02-22 00:00:00,70,,70,Organised,55,40,70
England Premier League,Portsmouth,2011-02-22 00:00:00,36,,48,Organised,51,36,44
England Premier League,Portsmouth,2012-02-22 00:00:00,64,,59,Organised,56,49,51
England Premier League,Portsmouth,2013-09-20 00:00:00,68,,62,Organised,56,49,51
England Premier League,Portsmouth,2014-09-19 00:00:00,59,32,57,Organised,53,39,40
England Premier League,Portsmouth,2015-09-10 00:00:00,59,32,57,Organised,53,39,40
Germany 1. Bundesliga,SC Paderborn 07,2010-02-22 00:00:00,70,,49,Organised,55,30,48
Germany 1. Bundesliga,SC Paderborn 07,2011-02-22 00:00:00,52,,48,Organised,55,36,48
Germany 1. Bundesliga,SC Paderborn 07,2012-02-22 00:00:00,67,,59,Organised,68,33,52
Germany 1. Bundesliga,SC Paderborn 07,2013-09-20 00:00:00,67,,59,Organised,68,40,52
Germany 1. Bundesliga,SC Paderborn 07,2014-09-19 00:00:00,73,46,55,Organised,63,33,55
Germany 1. Bundesliga,SC Paderborn 07,2015-09-10 00:00:00,67,46,62,Organised,56,25,29
Scotland Premier League,Dunfermline Athletic,2012-02-22 00:00:00,55,,60,Organised,54,42,43
England Premier League,Manchester City,2010-02-22 00:00:00,70,,60,Organised,70,45,55
England Premier League,Manchester City,2011-02-22 00:00:00,70,,60,Organised,75,65,65
England Premier League,Manchester City,2012-02-22 00:00:00,45,,55,Organised,48,50,60
England Premier League,Manchester City,2013-09-20 00:00:00,36,,34,Organised,38,42,44
England Premier League,Manchester City,2014-09-19 00:00:00,59,35,29,Organised,62,42,44
England Premier League,Manchester City,2015-09-10 00:00:00,59,35,29,Free Form,24,48,47
England Premier League,Chelsea,2010-02-22 00:00:00,70,,60,Free Form,70,30,60
England Premier League,Chelsea,2011-02-22 00:00:00,60,,50,Free Form,80,35,55
England Premier League,Chelsea,2012-02-22 00:00:00,60,,45,Organised,45,60,62
England Premier League,Chelsea,2013-09-20 00:00:00,46,,41,Organised,63,42,43
England Premier League,Chelsea,2014-09-19 00:00:00,67,52,38,Organised,68,39,41
England Premier League,Chelsea,2015-09-10 00:00:00,67,41,36,Organised,44,39,41
Scotland Premier League,Hamilton Academical FC,2010-02-22 00:00:00,70,,70,Organised,60,60,65
Scotland Premier League,Hamilton Academical FC,2011-02-22 00:00:00,66,,52,Organised,34,46,47
Scotland Premier League,Hamilton Academical FC,2015-09-10 00:00:00,48,48,47,Free Form,71,55,48
Scotland Premier League,Partick Thistle F.C.,2014-09-19 00:00:00,48,50,37,Organised,52,47,44
Scotland Premier League,Partick Thistle F.C.,2015-09-10 00:00:00,48,48,47,Organised,60,46,46
Germany 1. Bundesliga,FC Augsburg,2010-02-22 00:00:00,45,,45,Organised,70,45,55
Germany 1. Bundesliga,FC Augsburg,2011-02-22 00:00:00,68,,40,Organised,72,59,49
Germany 1. Bundesliga,FC Augsburg,2012-02-22 00:00:00,55,,55,Organised,55,47,58
Germany 1. Bundesliga,FC Augsburg,2013-09-20 00:00:00,40,,55,Organised,53,33,43
Germany 1. Bundesliga,FC Augsburg,2014-09-19 00:00:00,62,38,69,Organised,56,47,55
Germany 1. Bundesliga,FC Augsburg,2015-09-10 00:00:00,59,51,55,Organised,55,34,50
Germany 1. Bundesliga,FC Energie Cottbus,2010-02-22 00:00:00,45,,55,Organised,45,68,70
Germany 1. Bundesliga,FC Energie Cottbus,2011-02-22 00:00:00,64,,55,Organised,52,58,48
Germany 1. Bundesliga,FC Energie Cottbus,2012-02-22 00:00:00,50,,48,Organised,53,57,47
Germany 1. Bundesliga,FC Energie Cottbus,2013-09-20 00:00:00,50,,48,Organised,53,57,47
Germany 1. Bundesliga,FC Energie Cottbus,2014-09-19 00:00:00,39,47,40,Organised,56,47,55
Spain LIGA BBVA,Real Zaragoza,2010-02-22 00:00:00,30,,30,Free Form,70,40,30
Spain LIGA BBVA,Real Zaragoza,2011-02-22 00:00:00,43,,40,Organised,42,38,40
Spain LIGA BBVA,Real Zaragoza,2012-02-22 00:00:00,34,,23,Organised,57,51,46
Spain LIGA BBVA,Real Zaragoza,2013-09-20 00:00:00,38,,23,Organised,57,51,46
Spain LIGA BBVA,Real Zaragoza,2014-09-19 00:00:00,38,48,35,Organised,57,51,46
Spain LIGA BBVA,Real Zaragoza,2015-09-10 00:00:00,52,52,50,Organised,57,48,43
Spain LIGA BBVA,CD Numancia,2010-02-22 00:00:00,55,,40,Organised,55,30,55
Spain LIGA BBVA,CD Numancia,2011-02-22 00:00:00,71,,53,Organised,53,40,49
Spain LIGA BBVA,CD Numancia,2012-02-22 00:00:00,44,,45,Organised,57,50,46
Spain LIGA BBVA,CD Numancia,2013-09-20 00:00:00,44,,45,Organised,57,50,46
Spain LIGA BBVA,CD Numancia,2014-09-19 00:00:00,44,48,45,Organised,57,50,46
Spain LIGA BBVA,CD Numancia,2015-09-10 00:00:00,44,48,45,Organised,57,50,46
Spain LIGA BBVA,SD Eibar,2014-09-19 00:00:00,62,51,52,Organised,64,37,56
Spain LIGA BBVA,SD Eibar,2015-09-10 00:00:00,62,51,52,Organised,52,37,56
Spain LIGA BBVA,CA Osasuna,2010-02-22 00:00:00,35,,35,Organised,55,30,65
Spain LIGA BBVA,CA Osasuna,2011-02-22 00:00:00,55,,54,Organised,68,48,61
Spain LIGA BBVA,CA Osasuna,2012-02-22 00:00:00,34,,52,Organised,54,47,52
Spain LIGA BBVA,CA Osasuna,2013-09-20 00:00:00,38,,52,Organised,54,47,52
Spain LIGA BBVA,CA Osasuna,2014-09-19 00:00:00,38,53,52,Organised,54,47,52
Spain LIGA BBVA,CA Osasuna,2015-09-10 00:00:00,38,53,52,Organised,54,47,52
Spain LIGA BBVA,Rayo Vallecano,2010-02-22 00:00:00,40,,30,Organised,70,30,50
Spain LIGA BBVA,Rayo Vallecano,2011-02-22 00:00:00,53,,55,Organised,61,58,52
Spain LIGA BBVA,Rayo Vallecano,2012-02-22 00:00:00,41,,44,Organised,47,63,51
Spain LIGA BBVA,Rayo Vallecano,2013-09-20 00:00:00,45,,44,Free Form,47,63,51
Spain LIGA BBVA,Rayo Vallecano,2014-09-19 00:00:00,45,52,44,Organised,47,63,51
Spain LIGA BBVA,Rayo Vallecano,2015-09-10 00:00:00,29,52,44,Organised,47,54,52
Germany 1. Bundesliga,SC Freiburg,2010-02-22 00:00:00,50,,30,Organised,60,55,50
Germany 1. Bundesliga,SC Freiburg,2011-02-22 00:00:00,50,,47,Organised,34,41,42
Germany 1. Bundesliga,SC Freiburg,2012-02-22 00:00:00,52,,61,Organised,42,30,50
Germany 1. Bundesliga,SC Freiburg,2013-09-20 00:00:00,59,,38,Organised,43,53,62
Germany 1. Bundesliga,SC Freiburg,2014-09-19 00:00:00,39,58,48,Organised,44,59,60
Germany 1. Bundesliga,SC Freiburg,2015-09-10 00:00:00,59,54,38,Organised,45,53,62
Germany 1. Bundesliga,SpVgg Greuther Fürth,2010-02-22 00:00:00,55,,45,Organised,70,40,55
Germany 1. Bundesliga,SpVgg Greuther Fürth,2011-02-22 00:00:00,59,,40,Organised,48,59,46
Germany 1. Bundesliga,SpVgg Greuther Fürth,2012-02-22 00:00:00,68,,45,Organised,43,48,56
Germany 1. Bundesliga,SpVgg Greuther Fürth,2013-09-20 00:00:00,57,,53,Organised,46,36,56
Germany 1. Bundesliga,SpVgg Greuther Fürth,2014-09-19 00:00:00,66,60,38,Organised,52,49,48
Germany 1. Bundesliga,SpVgg Greuther Fürth,2015-09-10 00:00:00,54,60,53,Organised,46,48,56
Germany 1. Bundesliga,1. FC Kaiserslautern,2010-02-22 00:00:00,45,,55,Organised,70,70,70
Germany 1. Bundesliga,1. FC Kaiserslautern,2011-02-22 00:00:00,48,,42,Organised,53,38,48
Germany 1. Bundesliga,1. FC Kaiserslautern,2012-02-22 00:00:00,38,,54,Organised,64,37,51
Germany 1. Bundesliga,1. FC Kaiserslautern,2013-09-20 00:00:00,61,,54,Organised,56,48,50
Germany 1. Bundesliga,1. FC Kaiserslautern,2014-09-19 00:00:00,66,48,53,Organised,51,47,47
Germany 1. Bundesliga,1. FC Kaiserslautern,2015-09-10 00:00:00,49,54,52,Organised,64,41,51
Portugal Liga ZON Sagres,Moreirense FC,2013-09-20 00:00:00,38,,43,Organised,39,44,46
Portugal Liga ZON Sagres,Moreirense FC,2015-09-10 00:00:00,38,58,43,Organised,39,44,46
England Premier League,Cardiff City,2010-02-22 00:00:00,65,,70,Organised,70,70,70
England Premier League,Cardiff City,2011-02-22 00:00:00,67,,49,Organised,48,46,47
England Premier League,Cardiff City,2012-02-22 00:00:00,60,,64,Organised,54,47,43
England Premier League,Cardiff City,2013-09-20 00:00:00,60,,69,Organised,62,47,43
England Premier League,Cardiff City,2014-09-19 00:00:00,60,29,54,Organised,41,33,41
England Premier League,Cardiff City,2015-09-10 00:00:00,60,41,67,Organised,46,33,41
Belgium Jupiler League,Club Brugge KV,2010-02-22 00:00:00,35,,40,Organised,45,60,70
Belgium Jupiler League,Club Brugge KV,2011-02-22 00:00:00,67,,47,Free Form,53,57,44
Belgium Jupiler League,Club Brugge KV,2012-02-22 00:00:00,64,,54,Organised,47,60,50
Belgium Jupiler League,Club Brugge KV,2013-09-20 00:00:00,45,,48,Organised,47,43,59
Belgium Jupiler League,Club Brugge KV,2014-09-19 00:00:00,42,52,45,Organised,47,51,50
Belgium Jupiler League,Club Brugge KV,2015-09-10 00:00:00,42,52,45,Organised,47,51,50
Poland Ekstraklasa,Arka Gdynia,2010-02-22 00:00:00,30,,45,Organised,70,65,70
Poland Ekstraklasa,Arka Gdynia,2011-02-22 00:00:00,46,,37,Organised,52,47,48
Spain LIGA BBVA,Athletic Club de Bilbao,2010-02-22 00:00:00,60,,45,Organised,55,30,70
Spain LIGA BBVA,Athletic Club de Bilbao,2011-02-22 00:00:00,70,,69,Organised,57,48,67
Spain LIGA BBVA,Athletic Club de Bilbao,2012-02-22 00:00:00,42,,59,Organised,59,37,60
Spain LIGA BBVA,Athletic Club de Bilbao,2013-09-20 00:00:00,46,,38,Organised,37,37,60
Spain LIGA BBVA,Athletic Club de Bilbao,2014-09-19 00:00:00,46,41,38,Organised,37,37,60
Spain LIGA BBVA,Athletic Club de Bilbao,2015-09-10 00:00:00,46,46,39,Organised,36,49,57
Spain LIGA BBVA,UD Las Palmas,2010-02-22 00:00:00,30,,30,Organised,70,35,45
Spain LIGA BBVA,UD Las Palmas,2011-02-22 00:00:00,54,,56,Organised,59,48,56
Spain LIGA BBVA,UD Las Palmas,2012-02-22 00:00:00,48,,44,Organised,53,53,39
Spain LIGA BBVA,UD Las Palmas,2013-09-20 00:00:00,48,,44,Organised,53,53,39
Spain LIGA BBVA,UD Las Palmas,2014-09-19 00:00:00,48,55,44,Organised,53,53,39
Spain LIGA BBVA,UD Las Palmas,2015-09-10 00:00:00,48,55,44,Organised,53,53,39
Spain LIGA BBVA,Getafe CF,2010-02-22 00:00:00,30,,35,Organised,70,40,30
Spain LIGA BBVA,Getafe CF,2011-02-22 00:00:00,54,,45,Organised,57,59,39
Spain LIGA BBVA,Getafe CF,2012-02-22 00:00:00,25,,40,Organised,52,49,45
Spain LIGA BBVA,Getafe CF,2013-09-20 00:00:00,29,,40,Organised,52,49,45
Spain LIGA BBVA,Getafe CF,2014-09-19 00:00:00,35,42,40,Organised,52,49,45
Spain LIGA BBVA,Getafe CF,2015-09-10 00:00:00,34,41,38,Organised,49,43,42
